,pokedex_number,image_url,name,types,abilities,base_stats
758,#0759,/pokedex-sv/icon/new/759.png,Stufful,"['normal', 'fighting']","Fluffy, Klutz, Cute Charm","['70', '75', '50', '45', '50', '50']"
759,#0760,/pokedex-sv/icon/new/760.png,Bewear,"['normal', 'fighting']","Fluffy, Klutz, Unnerve","['120', '125', '80', '55', '60', '60']"
760,#0761,/pokedex-sv/icon/new/761.png,Bounsweet,['grass'],"Leaf Guard, Oblivious, Sweet Veil","['42', '30', '38', '30', '38', '32']"
761,#0762,/pokedex-sv/icon/new/762.png,Steenee,['grass'],"Leaf Guard, Oblivious, Sweet Veil","['52', '40', '48', '40', '48', '62']"
762,#0763,/pokedex-sv/icon/new/763.png,Tsareena,['grass'],"Leaf Guard, Queenly Majesty, Sweet Veil","['72', '120', '98', '50', '98', '72']"
763,#0764,/pokedex-sv/icon/new/764.png,Comfey,['fairy'],"Flower Veil, Triage, Natural Cure","['51', '52', '90', '82', '110', '100']"
764,#0765,/pokedex-sv/icon/new/765.png,Oranguru,"['normal', 'psychic']","Inner Focus, Telepathy, Symbiosis","['90', '60', '80', '90', '110', '60']"
765,#0766,/pokedex-sv/icon/new/766.png,Passimian,['fighting'],"Receiver, Defiant","['100', '120', '90', '40', '60', '80']"
766,#0767,/pokedex-sv/icon/new/767.png,Wimpod,"['bug', 'water']",Wimp Out,"['25', '35', '40', '20', '30', '80']"
767,#0768,/pokedex-sv/icon/new/768.png,Golisopod,"['bug', 'water']",Emergency Exit,"['75', '125', '140', '60', '90', '40']"
768,#0769,/pokedex-sv/icon/new/769.png,Sandygast,"['ghost', 'ground']","Water Compaction, Sand Veil","['55', '55', '80', '70', '45', '15']"
769,#0770,/pokedex-sv/icon/new/770.png,Palossand,"['ghost', 'ground']","Water Compaction, Sand Veil","['85', '75', '110', '100', '75', '35']"
770,#0771,/pokedex-sv/icon/new/771.png,Pyukumuku,['water'],"Innards Out, Unaware","['55', '60', '130', '30', '130', '5']"
771,#0772,/pokedex-sv/icon/new/772.png,Type: Null,['normal'],Battle Armor,"['95', '95', '95', '95', '95', '59']"
772,#0773,/pokedex-sv/icon/new/773.png,Silvally,['normal'],RKS System,"['95', '95', '95', '95', '95', '95']"
773,#0774,/pokedex-sv/icon/new/774.png,Minior,"['rock', 'flying']",Shields Down,"['60', '60', '100', '60', '100', '60']"
774,#0775,/pokedex-sv/icon/new/775.png,Komala,['normal'],Comatose,"['65', '115', '65', '75', '95', '65']"
775,#0776,/pokedex-sv/icon/new/776.png,Turtonator,"['fire', 'dragon']",Shell Armor,"['60', '78', '135', '91', '85', '36']"
776,#0777,/pokedex-sv/icon/new/777.png,Togedemaru,"['electric', 'steel']","Iron Barbs, Lightning Rod, Sturdy","['65', '98', '63', '40', '73', '96']"
777,#0778,/pokedex-sv/icon/new/778.png,Mimikyu,"['ghost', 'fairy']",Disguise,"['55', '90', '80', '50', '105', '96']"
778,#0779,/pokedex-sv/icon/new/779.png,Bruxish,"['water', 'psychic']","Dazzling, Strong Jaw, Wonder Skin","['68', '105', '70', '70', '70', '92']"
779,#0780,/pokedex-sv/icon/new/780.png,Drampa,"['normal', 'dragon']","Berserk, Sap Sipper, Cloud Nine","['78', '60', '85', '135', '91', '36']"
780,#0781,/pokedex-sv/icon/new/781.png,Dhelmise,"['ghost', 'grass']",Steelworker,"['70', '131', '100', '86', '90', '40']"
781,#0782,/pokedex-sv/icon/new/782.png,Jangmo-o,['dragon'],"Bulletproof, Soundproof, Overcoat","['45', '55', '65', '45', '45', '45']"
782,#0783,/pokedex-sv/icon/new/783.png,Hakamo-o,"['dragon', 'fighting']","Bulletproof, Soundproof, Overcoat","['55', '75', '90', '65', '70', '65']"
783,#0784,/pokedex-sv/icon/new/784.png,Kommo-o,"['dragon', 'fighting']","Bulletproof, Soundproof, Overcoat","['75', '110', '125', '100', '105', '85']"
784,#0785,/pokedex-sv/icon/new/785.png,Tapu Koko,"['electric', 'fairy']","Electric Surge, Telepathy","['70', '115', '85', '95', '75', '130']"
785,#0786,/pokedex-sv/icon/new/786.png,Tapu Lele,"['psychic', 'fairy']","Psychic Surge, Telepathy","['70', '85', '75', '130', '115', '95']"
786,#0787,/pokedex-sv/icon/new/787.png,Tapu Bulu,"['grass', 'fairy']","Grassy Surge, Telepathy","['70', '130', '115', '85', '95', '75']"
787,#0788,/pokedex-sv/icon/new/788.png,Tapu Fini,"['water', 'fairy']","Misty Surge, Telepathy","['70', '75', '115', '95', '130', '85']"
788,#0789,/pokedex-sv/icon/new/789.png,Cosmog,['psychic'],Unaware,"['43', '29', '31', '29', '31', '37']"
789,#0790,/pokedex-sv/icon/new/790.png,Cosmoem,['psychic'],Sturdy,"['43', '29', '131', '29', '131', '37']"
790,#0791,/pokedex-sv/icon/new/791.png,Solgaleo,"['psychic', 'steel']",Full Metal Body,"['137', '137', '107', '113', '89', '97']"
791,#0792,/pokedex-sv/icon/new/792.png,Lunala,"['psychic', 'ghost']",Shadow Shield,"['137', '113', '89', '137', '107', '97']"
792,#0793,/pokedex-sv/icon/new/793.png,Nihilego,"['rock', 'poison']",Beast Boost,"['109', '53', '47', '127', '131', '103']"
793,#0794,/pokedex-sv/icon/new/794.png,Buzzwole,"['bug', 'fighting']",Beast Boost,"['107', '139', '139', '53', '53', '79']"
794,#0795,/pokedex-sv/icon/new/795.png,Pheromosa,"['bug', 'fighting']",Beast Boost,"['71', '137', '37', '137', '37', '151']"
795,#0796,/pokedex-sv/icon/new/796.png,Xurkitree,['electric'],Beast Boost,"['83', '89', '71', '173', '71', '83']"
796,#0797,/pokedex-sv/icon/new/797.png,Celesteela,"['steel', 'flying']",Beast Boost,"['97', '101', '103', '107', '101', '61']"
797,#0798,/pokedex-sv/icon/new/798.png,Kartana,"['grass', 'steel']",Beast Boost,"['59', '181', '131', '59', '31', '109']"
798,#0799,/pokedex-sv/icon/new/799.png,Guzzlord,"['dark', 'dragon']",Beast Boost,"['223', '101', '53', '97', '53', '43']"
799,#0800,/pokedex-sv/icon/new/800.png,Necrozma,['psychic'],Prism Armor,"['97', '107', '101', '127', '89', '79']"
800,#0801,/pokedex-sv/icon/new/801.png,Magearna,"['steel', 'fairy']",Soul-Heart,"['80', '95', '115', '130', '115', '65']"
801,#0802,/pokedex-sv/icon/new/802.png,Marshadow,"['fighting', 'ghost']",Technician,"['90', '125', '80', '90', '90', '125']"
802,#0803,/pokedex-sv/icon/new/803.png,Poipole,['poison'],Beast Boost,"['67', '73', '67', '73', '67', '73']"
803,#0804,/pokedex-sv/icon/new/804.png,Naganadel,"['poison', 'dragon']",Beast Boost,"['73', '73', '73', '127', '73', '121']"
804,#0805,/pokedex-sv/icon/new/805.png,Stakataka,"['rock', 'steel']",Beast Boost,"['61', '131', '211', '53', '101', '13']"
805,#0806,/pokedex-sv/icon/new/806.png,Blacephalon,"['fire', 'ghost']",Beast Boost,"['53', '127', '53', '151', '79', '107']"
806,#0807,/pokedex-sv/icon/new/807.png,Zeraora,['electric'],Volt Absorb,"['88', '112', '75', '102', '80', '143']"
807,#0808,/pokedex-sv/icon/new/808.png,Meltan,['steel'],Magnet Pull,"['46', '65', '65', '55', '35', '34']"
808,#0809,/pokedex-sv/icon/new/809.png,Melmetal,['steel'],Iron Fist,"['135', '143', '143', '80', '65', '34']"
809,#0810,/pokedex-sv/icon/new/810.png,Grookey,['grass'],"Overgrow, Grassy Surge","['50', '65', '50', '40', '40', '65']"
810,#0811,/pokedex-sv/icon/new/811.png,Thwackey,['grass'],"Overgrow, Grassy Surge","['70', '85', '70', '55', '60', '80']"
811,#0812,/pokedex-sv/icon/new/812.png,Rillaboom,['grass'],"Overgrow, Grassy Surge","['100', '125', '90', '60', '70', '85']"
812,#0813,/pokedex-sv/icon/new/813.png,Scorbunny,['fire'],"Blaze, Libero","['50', '71', '40', '40', '40', '69']"
813,#0814,/pokedex-sv/icon/new/814.png,Raboot,['fire'],"Blaze, Libero","['65', '86', '60', '55', '60', '94']"
814,#0815,/pokedex-sv/icon/new/815.png,Cinderace,['fire'],"Blaze, Libero","['80', '116', '75', '65', '75', '119']"
815,#0816,/pokedex-sv/icon/new/816.png,Sobble,['water'],"Torrent, Sniper","['50', '40', '40', '70', '40', '70']"
816,#0817,/pokedex-sv/icon/new/817.png,Drizzile,['water'],"Torrent, Sniper","['65', '60', '55', '95', '55', '90']"
817,#0818,/pokedex-sv/icon/new/818.png,Inteleon,['water'],"Torrent, Sniper","['70', '85', '65', '125', '65', '120']"
818,#0819,/pokedex-sv/icon/new/819.png,Skwovet,['normal'],"Cheek Pouch, Gluttony","['70', '55', '55', '35', '35', '25']"
819,#0820,/pokedex-sv/icon/new/820.png,Greedent,['normal'],"Cheek Pouch, Gluttony","['120', '95', '95', '55', '75', '20']"
820,#0821,/pokedex-sv/icon/new/821.png,Rookidee,['flying'],"Keen Eye, Unnerve, Big Pecks","['38', '47', '35', '33', '35', '57']"
821,#0822,/pokedex-sv/icon/new/822.png,Corvisquire,['flying'],"Keen Eye, Unnerve, Big Pecks","['68', '67', '55', '43', '55', '77']"
822,#0823,/pokedex-sv/icon/new/823.png,Corviknight,"['flying', 'steel']","Pressure, Unnerve, Mirror Armor","['98', '87', '105', '53', '85', '67']"
823,#0824,/pokedex-sv/icon/new/824.png,Blipbug,['bug'],"Swarm, Compoundeyes, Telepathy","['25', '20', '20', '25', '45', '45']"
824,#0825,/pokedex-sv/icon/new/825.png,Dottler,"['bug', 'psychic']","Swarm, Compoundeyes, Telepathy","['50', '35', '80', '50', '90', '30']"
825,#0826,/pokedex-sv/icon/new/826.png,Orbeetle,"['bug', 'psychic']","Swarm, Frisk, Telepathy","['60', '45', '110', '80', '120', '90']"
826,#0827,/pokedex-sv/icon/new/827.png,Nickit,['dark'],"Run Away, Unburden, Stakeout","['40', '28', '28', '47', '52', '50']"
827,#0828,/pokedex-sv/icon/new/828.png,Thievul,['dark'],"Run Away, Unburden, Stakeout","['70', '58', '58', '87', '92', '90']"
828,#0829,/pokedex-sv/icon/new/829.png,Gossifleur,['grass'],"Cotton Down, Regenerator, Effect Spore","['40', '40', '60', '40', '60', '10']"
829,#0830,/pokedex-sv/icon/new/830.png,Eldegoss,['grass'],"Cotton Down, Regenerator, Effect Spore","['60', '50', '90', '80', '120', '60']"
830,#0831,/pokedex-sv/icon/new/831.png,Wooloo,['normal'],"Fluffy, Run Away, Bulletproof","['42', '40', '55', '40', '45', '48']"
831,#0832,/pokedex-sv/icon/new/832.png,Dubwool,['normal'],"Fluffy, Steadfast, Bulletproof","['72', '80', '100', '60', '90', '88']"
832,#0833,/pokedex-sv/icon/new/833.png,Chewtle,['water'],"Strong Jaw, Shell Armor, Swift Swim","['50', '64', '50', '38', '38', '44']"
833,#0834,/pokedex-sv/icon/new/834.png,Drednaw,"['water', 'rock']","Strong Jaw, Shell Armor, Swift Swim","['90', '115', '90', '48', '68', '74']"
834,#0835,/pokedex-sv/icon/new/835.png,Yamper,['electric'],"Ball Fetch, Rattled","['59', '45', '50', '40', '50', '26']"
835,#0836,/pokedex-sv/icon/new/836.png,Boltund,['electric'],"Strong Jaw, Competitive","['69', '90', '60', '90', '60', '121']"
836,#0837,/pokedex-sv/icon/new/837.png,Rolycoly,['rock'],"Steam Engine, Heatproof, Flash Fire","['30', '40', '50', '40', '50', '30']"
837,#0838,/pokedex-sv/icon/new/838.png,Carkol,"['rock', 'fire']","Steam Engine, Flame Body, Flash Fire","['80', '60', '90', '60', '70', '50']"
838,#0839,/pokedex-sv/icon/new/839.png,Coalossal,"['rock', 'fire']","Steam Engine, Flame Body, Flash Fire","['110', '80', '120', '80', '90', '30']"
839,#0840,/pokedex-sv/icon/new/840.png,Applin,"['grass', 'dragon']","Ripen, Gluttony, Bulletproof","['40', '40', '80', '40', '40', '20']"
840,#0841,/pokedex-sv/icon/new/841.png,Flapple,"['grass', 'dragon']","Ripen, Gluttony, Hustle","['70', '110', '80', '95', '60', '70']"
841,#0842,/pokedex-sv/icon/new/842.png,Appletun,"['grass', 'dragon']","Ripen, Gluttony, Thick Fat","['110', '85', '80', '100', '80', '30']"
842,#0843,/pokedex-sv/icon/new/843.png,Silicobra,['ground'],"Sand Spit, Shed Skin, Sand Veil","['52', '57', '75', '35', '50', '46']"
843,#0844,/pokedex-sv/icon/new/844.png,Sandaconda,['ground'],"Sand Spit, Shed Skin, Sand Veil","['72', '107', '125', '65', '70', '71']"
844,#0845,/pokedex-sv/icon/new/845.png,Cramorant,"['flying', 'water']",Gulp Missile,"['70', '85', '55', '85', '95', '85']"
845,#0846,/pokedex-sv/icon/new/846.png,Arrokuda,['water'],"Swift Swim, Propeller Tail","['41', '63', '40', '40', '30', '66']"
846,#0847,/pokedex-sv/icon/new/847.png,Barraskewda,['water'],"Swift Swim, Propeller Tail","['61', '123', '60', '60', '50', '136']"
847,#0848,/pokedex-sv/icon/new/848.png,Toxel,"['electric', 'poison']","Rattled, Static, Klutz","['40', '38', '35', '54', '35', '40']"
848,#0849,/pokedex-sv/icon/new/849.png,Toxtricity,"['electric', 'poison']","Punk Rock, Plus, Technician","['75', '98', '70', '114', '70', '75']"
849,#0850,/pokedex-sv/icon/new/850.png,Sizzlipede,"['fire', 'bug']","Flash Fire, White Smoke, Flame Body","['50', '65', '45', '50', '50', '45']"
850,#0851,/pokedex-sv/icon/new/851.png,Centiskorch,"['fire', 'bug']","Flash Fire, White Smoke, Flame Body","['100', '115', '65', '90', '90', '65']"
851,#0852,/pokedex-sv/icon/new/852.png,Clobbopus,['fighting'],"Limber, Technician","['50', '68', '60', '50', '50', '32']"
852,#0853,/pokedex-sv/icon/new/853.png,Grapploct,['fighting'],"Limber, Technician","['80', '118', '90', '70', '80', '42']"
853,#0854,/pokedex-sv/icon/new/854.png,Sinistea,['ghost'],"Weak Armor, Cursed Body","['40', '45', '45', '74', '54', '50']"
854,#0855,/pokedex-sv/icon/new/855.png,Polteageist,['ghost'],"Weak Armor, Cursed Body","['60', '65', '65', '134', '114', '70']"
855,#0856,/pokedex-sv/icon/new/856.png,Hatenna,['psychic'],"Healer, Anticipation, Magic Bounce","['42', '30', '45', '56', '53', '39']"
856,#0857,/pokedex-sv/icon/new/857.png,Hattrem,['psychic'],"Healer, Anticipation, Magic Bounce","['57', '40', '65', '86', '73', '49']"
857,#0858,/pokedex-sv/icon/new/858.png,Hatterene,"['psychic', 'fairy']","Healer, Anticipation, Magic Bounce","['57', '90', '95', '136', '103', '29']"
858,#0859,/pokedex-sv/icon/new/859.png,Impidimp,"['dark', 'fairy']","Prankster, Frisk, Pickpocket","['45', '45', '30', '55', '40', '50']"
859,#0860,/pokedex-sv/icon/new/860.png,Morgrem,"['dark', 'fairy']","Prankster, Frisk, Pickpocket","['65', '60', '45', '75', '55', '70']"
860,#0861,/pokedex-sv/icon/new/861.png,Grimmsnarl,"['dark', 'fairy']","Prankster, Frisk, Pickpocket","['95', '120', '65', '95', '75', '60']"
861,#0862,/pokedex-sv/icon/new/862.png,Obstagoon,"['dark', 'normal']","Reckless, Guts, Defiant","['93', '90', '101', '60', '81', '95']"
862,#0863,/pokedex-sv/icon/new/863.png,Perrserker,['steel'],"Battle Armor, Tough Claws, Steely Spirit","['70', '110', '100', '50', '60', '50']"
863,#0864,/pokedex-sv/icon/new/864.png,Cursola,['ghost'],"Weak Armor, Perish Body","['60', '95', '50', '145', '130', '30']"
864,#0865,/pokedex-sv/icon/new/865.png,Sirfetch'd,['fighting'],"Steadfast, Scrappy","['62', '135', '95', '68', '82', '65']"
865,#0866,/pokedex-sv/icon/new/866.png,Mr. Rime,"['ice', 'psychic']","Tangled Feet, Screen Cleaner, Ice Body","['80', '85', '75', '110', '100', '70']"
866,#0867,/pokedex-sv/icon/new/867.png,Runerigus,"['ground', 'ghost']",Wandering Spirit,"['58', '95', '145', '50', '105', '30']"
867,#0868,/pokedex-sv/icon/new/868.png,Milcery,['fairy'],"Sweet Veil, Aroma Veil","['45', '40', '40', '50', '61', '34']"
868,#0869,/pokedex-sv/icon/new/869.png,Alcremie,['fairy'],"Sweet Veil, Aroma Veil","['65', '60', '75', '110', '121', '64']"
869,#0870,/pokedex-sv/icon/new/870.png,Falinks,['fighting'],"Battle Armor, Defiant","['65', '100', '100', '70', '60', '75']"
870,#0871,/pokedex-sv/icon/new/871.png,Pincurchin,['electric'],"Lightning Rod, Electric Surge","['48', '101', '95', '91', '85', '15']"
871,#0872,/pokedex-sv/icon/new/872.png,Snom,"['ice', 'bug']","Shield Dust, Ice Scales","['30', '25', '35', '45', '30', '20']"
872,#0873,/pokedex-sv/icon/new/873.png,Frosmoth,"['ice', 'bug']","Shield Dust, Ice Scales","['70', '65', '60', '125', '90', '65']"
873,#0874,/pokedex-sv/icon/new/874.png,Stonjourner,['rock'],Power Spot,"['100', '125', '135', '20', '20', '70']"
874,#0875,/pokedex-sv/icon/new/875.png,Eiscue,['ice'],Ice Face,"['75', '80', '110', '65', '90', '50']"
875,#0876,/pokedex-sv/icon/new/876.png,Indeedee,"['psychic', 'normal']","Inner Focus, Synchronize, Psychic Surge","['60', '65', '55', '105', '95', '95']"
876,#0877,/pokedex-sv/icon/new/877.png,Morpeko,"['electric', 'dark']",Hunger Switch,"['58', '95', '58', '70', '58', '97']"
877,#0878,/pokedex-sv/icon/new/878.png,Cufant,['steel'],"Sheer Force, Heavy Metal","['72', '80', '49', '40', '49', '40']"
878,#0879,/pokedex-sv/icon/new/879.png,Copperajah,['steel'],"Sheer Force, Heavy Metal","['122', '130', '69', '80', '69', '30']"
879,#0880,/pokedex-sv/icon/new/880.png,Dracozolt,"['electric', 'dragon']","Volt Absorb, Hustle, Sand Rush","['90', '100', '90', '80', '70', '75']"
880,#0881,/pokedex-sv/icon/new/881.png,Arctozolt,"['electric', 'ice']","Volt Absorb, Static, Slush Rush","['90', '100', '90', '90', '80', '55']"
881,#0882,/pokedex-sv/icon/new/882.png,Dracovish,"['water', 'dragon']","Water Absorb, Strong Jaw, Sand Rush","['90', '90', '100', '70', '80', '75']"
882,#0883,/pokedex-sv/icon/new/883.png,Arctovish,"['water', 'ice']","Water Absorb, Ice Body, Slush Rush","['90', '90', '100', '80', '90', '55']"
883,#0884,/pokedex-sv/icon/new/884.png,Duraludon,"['steel', 'dragon']","Light Metal, Heavy Metal, Stalwart","['70', '95', '115', '120', '50', '85']"
884,#0885,/pokedex-sv/icon/new/885.png,Dreepy,"['dragon', 'ghost']","Clear Body, Infiltrator, Cursed Body","['28', '60', '30', '40', '30', '82']"
885,#0886,/pokedex-sv/icon/new/886.png,Drakloak,"['dragon', 'ghost']","Clear Body, Infiltrator, Cursed Body","['68', '80', '50', '60', '50', '102']"
886,#0887,/pokedex-sv/icon/new/887.png,Dragapult,"['dragon', 'ghost']","Clear Body, Infiltrator, Cursed Body","['88', '120', '75', '100', '75', '142']"
887,#0888,/pokedex-sv/icon/new/888.png,Zacian,['fairy'],Intrepid Sword,"['92', '120', '115', '80', '115', '138']"
888,#0889,/pokedex-sv/icon/new/889.png,Zamazenta,['fighting'],Dauntless Shield,"['92', '120', '115', '80', '115', '138']"
889,#0890,/pokedex-sv/icon/new/890.png,Eternatus,"['poison', 'dragon']",Pressure,"['140', '85', '95', '145', '95', '130']"
890,#0891,/pokedex-sv/icon/new/891.png,Kubfu,['fighting'],Inner Focus,"['60', '90', '60', '53', '50', '72']"
891,#0892,/pokedex-sv/icon/new/892.png,Urshifu,"['fighting', 'dark']",Unseen Fist,"['100', '130', '100', '63', '60', '97']"
892,#0893,/pokedex-sv/icon/new/893.png,Zarude,"['dark', 'grass']",Leaf Guard,"['105', '120', '105', '70', '95', '105']"
893,#0894,/pokedex-sv/icon/new/894.png,Regieleki,['electric'],Transistor,"['80', '100', '50', '100', '50', '200']"
894,#0895,/pokedex-sv/icon/new/895.png,Regidrago,['dragon'],Dragon's Maw,"['200', '100', '50', '100', '50', '80']"
895,#0896,/pokedex-sv/icon/new/896.png,Glastrier,['ice'],Chilling Neigh,"['100', '145', '130', '65', '110', '30']"
896,#0897,/pokedex-sv/icon/new/897.png,Spectrier,['ghost'],Grim Neigh,"['100', '65', '60', '145', '80', '130']"
897,#0898,/pokedex-sv/icon/new/898.png,Calyrex,"['psychic', 'grass']",Unnerve,"['100', '80', '80', '80', '80', '80']"
898,#0899,/pokedex-sv/icon/new/899.png,Wyrdeer,"['normal', 'psychic']","Intimidate, Frisk, Sap Sipper","['103', '105', '72', '105', '75', '65']"
899,#0900,/pokedex-sv/icon/new/900.png,Kleavor,"['bug', 'rock']","Swarm, Sheer Force, Sharpness","['70', '135', '95', '45', '70', '85']"
900,#0901,/pokedex-sv/icon/new/901.png,Ursaluna,"['ground', 'normal']","Guts, Bulletproof, Unnerve","['130', '140', '105', '45', '80', '50']"
901,#0902,/pokedex-sv/icon/new/902.png,Basculegion,"['water', 'ghost']","Swift Swim, Adaptability, Mold Breaker","['120', '112', '65', '80', '75', '78']"
902,#0903,/pokedex-sv/icon/new/903.png,Sneasler,"['fighting', 'poison']","Pressure, Unburden, Poison Touch","['80', '130', '60', '40', '80', '120']"
903,#0904,/pokedex-sv/icon/new/904.png,Overqwil,"['dark', 'poison']","Poison Point, Swift Swim, Intimidate","['85', '115', '95', '65', '65', '85']"
904,#0905,/pokedex-sv/icon/new/905.png,Enamorus,"['fairy', 'flying']","Cute Charm, Contrary","['74', '115', '70', '135', '80', '106']"
905,#0906,/pokedex-sv/icon/new/906.png,Sprigatito,['grass'],"Overgrow, Protean","['40', '61', '54', '45', '45', '65']"
906,#0907,/pokedex-sv/icon/new/907.png,Floragato,['grass'],"Overgrow, Protean","['61', '80', '63', '60', '63', '83']"
907,#0908,/pokedex-sv/icon/new/908.png,Meowscarada,"['grass', 'dark']","Overgrow, Protean","['76', '110', '70', '81', '70', '123']"
908,#0909,/pokedex-sv/icon/new/909.png,Fuecoco,['fire'],"Blaze, Unaware","['67', '45', '59', '63', '40', '36']"
909,#0910,/pokedex-sv/icon/new/910.png,Crocalor,['fire'],"Blaze, Unaware","['81', '55', '78', '90', '58', '49']"
910,#0911,/pokedex-sv/icon/new/911.png,Skeledirge,"['fire', 'ghost']","Blaze, Unaware","['104', '75', '100', '110', '75', '66']"
911,#0912,/pokedex-sv/icon/new/912.png,Quaxly,['water'],"Torrent, Moxie","['55', '65', '45', '50', '45', '50']"
912,#0913,/pokedex-sv/icon/new/913.png,Quaxwell,['water'],"Torrent, Moxie","['70', '85', '65', '65', '60', '65']"
913,#0914,/pokedex-sv/icon/new/914.png,Quaquaval,"['water', 'fighting']","Torrent, Moxie","['85', '120', '80', '85', '75', '85']"
914,#0915,/pokedex-sv/icon/new/915.png,Lechonk,['normal'],"Aroma Veil, Gluttony, Thick Fat","['54', '45', '40', '35', '45', '35']"
915,#0916,/pokedex-sv/icon/new/916.png,Oinkologne,['normal'],"Lingering Aroma, Gluttony, Thick Fat","['110', '100', '75', '59', '80', '65']"
916,#0917,/pokedex-sv/icon/new/917.png,Tarountula,['bug'],"Insomnia, Stakeout","['35', '41', '45', '29', '40', '20']"
917,#0918,/pokedex-sv/icon/new/918.png,Spidops,['bug'],"Insomnia, Stakeout","['60', '79', '92', '52', '86', '35']"
918,#0919,/pokedex-sv/icon/new/919.png,Nymble,['bug'],"Swarm, Tinted Lens","['33', '46', '40', '21', '25', '45']"
919,#0920,/pokedex-sv/icon/new/920.png,Lokix,"['bug', 'dark']","Swarm, Tinted Lens","['71', '102', '78', '52', '55', '92']"
920,#0921,/pokedex-sv/icon/new/921.png,Pawmi,['electric'],"Static, Natural Cure, Iron Fist","['45', '50', '20', '40', '25', '60']"
921,#0922,/pokedex-sv/icon/new/922.png,Pawmo,"['electric', 'fighting']","Volt Absorb, Natural Cure, Iron Fist","['60', '75', '40', '50', '40', '85']"
922,#0923,/pokedex-sv/icon/new/923.png,Pawmot,"['electric', 'fighting']","Volt Absorb, Natural Cure, Iron Fist","['70', '115', '70', '70', '60', '105']"
923,#0924,/pokedex-sv/icon/new/924.png,Tandemaus,['normal'],"Run Away, Pickup, Own Tempo","['50', '50', '45', '40', '45', '75']"
924,#0925,/pokedex-sv/icon/new/925.png,Maushold,['normal'],"Friend Guard, Cheek Pouch, Technician","['74', '75', '70', '65', '75', '111']"
925,#0926,/pokedex-sv/icon/new/926.png,Fidough,['fairy'],"Own Tempo, Klutz","['37', '55', '70', '30', '55', '65']"
926,#0927,/pokedex-sv/icon/new/927.png,Dachsbun,['fairy'],"Well-Baked Body, Aroma Veil","['57', '80', '115', '50', '80', '95']"
927,#0928,/pokedex-sv/icon/new/928.png,Smoliv,"['grass', 'normal']","Early Bird, Harvest","['41', '35', '45', '58', '51', '30']"
928,#0929,/pokedex-sv/icon/new/929.png,Dolliv,"['grass', 'normal']","Early Bird, Harvest","['52', '53', '60', '78', '78', '33']"
929,#0930,/pokedex-sv/icon/new/930.png,Arboliva,"['grass', 'normal']","Seed Sower, Harvest","['78', '69', '90', '125', '109', '39']"
930,#0931,/pokedex-sv/icon/new/931.png,Squawkabilly,"['normal', 'flying']","Intimidate, Hustle, Guts","['82', '96', '51', '45', '51', '92']"
931,#0932,/pokedex-sv/icon/new/932.png,Nacli,['rock'],"Purifying Salt, Sturdy, Clear Body","['55', '55', '75', '35', '35', '25']"
932,#0933,/pokedex-sv/icon/new/933.png,Naclstack,['rock'],"Purifying Salt, Sturdy, Clear Body","['60', '60', '100', '35', '65', '35']"
933,#0934,/pokedex-sv/icon/new/934.png,Garganacl,['rock'],"Purifying Salt, Sturdy, Clear Body","['100', '100', '130', '45', '90', '35']"
934,#0935,/pokedex-sv/icon/new/935.png,Charcadet,['fire'],"Flash Fire, Flame Body","['40', '50', '40', '50', '40', '35']"
935,#0936,/pokedex-sv/icon/new/936.png,Armarouge,"['fire', 'psychic']","Flash Fire, Weak Armor","['85', '60', '100', '125', '80', '75']"
936,#0937,/pokedex-sv/icon/new/937.png,Ceruledge,"['fire', 'ghost']","Flash Fire, Weak Armor","['75', '125', '80', '60', '100', '85']"
937,#0938,/pokedex-sv/icon/new/938.png,Tadbulb,['electric'],"Own Tempo, Static, Damp","['61', '31', '41', '59', '35', '45']"
938,#0939,/pokedex-sv/icon/new/939.png,Bellibolt,['electric'],"Electromorphosis, Static, Damp","['109', '64', '91', '103', '83', '45']"
939,#0940,/pokedex-sv/icon/new/940.png,Wattrel,"['electric', 'flying']","Wind Power, Volt Absorb, Competitive","['40', '40', '35', '55', '40', '70']"
940,#0941,/pokedex-sv/icon/new/941.png,Kilowattrel,"['electric', 'flying']","Wind Power, Volt Absorb, Competitive","['70', '70', '60', '105', '60', '125']"
941,#0942,/pokedex-sv/icon/new/942.png,Maschiff,['dark'],"Intimidate, Run Away, Stakeout","['60', '78', '60', '40', '51', '51']"
942,#0943,/pokedex-sv/icon/new/943.png,Mabosstiff,['dark'],"Intimidate, Guard Dog, Stakeout","['80', '120', '90', '60', '70', '85']"
943,#0944,/pokedex-sv/icon/new/944.png,Shroodle,"['poison', 'normal']","Unburden, Pickpocket, Prankster","['40', '65', '35', '40', '35', '75']"
944,#0945,/pokedex-sv/icon/new/945.png,Grafaiai,"['poison', 'normal']","Unburden, Poison Touch, Prankster","['63', '95', '65', '80', '72', '110']"
945,#0946,/pokedex-sv/icon/new/946.png,Bramblin,"['grass', 'ghost']","Wind Rider, Infiltrator","['40', '65', '30', '45', '35', '60']"
946,#0947,/pokedex-sv/icon/new/947.png,Brambleghast,"['grass', 'ghost']","Wind Rider, Infiltrator","['55', '115', '70', '80', '70', '90']"
947,#0948,/pokedex-sv/icon/new/948.png,Toedscool,"['ground', 'grass']",Mycelium Might,"['40', '40', '35', '50', '100', '70']"
948,#0949,/pokedex-sv/icon/new/949.png,Toedscruel,"['ground', 'grass']",Mycelium Might,"['80', '70', '65', '80', '120', '100']"
